"well","plate","strain","plasmid","row","column","stress","temperature","doxycycline","well_id","v_max","auc","final_abs"
"D7",3,"▲erg3","pRS315-CaurERG3","D",7,"0.005% SDS",30,"None","D7_3",0.023,29.80425,1.198
"D8",3,"▲erg3","pRS315-CaurERG3","D",8,"0.005% SDS",30,"None","D8_3",0.024,32.632375,1.276
"D9",3,"▲erg3","pRS315-CaurERG3","D",9,"0.005% SDS",30,"None","D9_3",0.023,28.56775,1.248
"D10",3,"▲erg6","pRS315-CaurERG6","D",10,"0.005% SDS",30,"None","D10_3",0.022,26.940625,1.191
"D11",3,"▲erg6","pRS315-CaurERG6","D",11,"0.005% SDS",30,"None","D11_3",0.023,32.76775,1.235
"D12",3,"▲erg6","pRS315-CaurERG6","D",12,"0.005% SDS",30,"None","D12_3",0.022,30.893125,1.185
"E1",3,"Tet-O7-ERG3","pRS315-NglaERG3","E",1,"0.005% SDS",30,"10 µg/mL","E1_3",0.021,29.878375,1.107
"E2",3,"Tet-O7-ERG3","pRS315-NglaERG3","E",2,"0.005% SDS",30,"10 µg/mL","E2_3",0.025,33.504125,1.181
"E3",3,"Tet-O7-ERG3","pRS315-NglaERG3","E",3,"0.005% SDS",30,"10 µg/mL","E3_3",0.027,37.0605,1.31
"E4",3,"Tet-O7-ERG6","pRS315-NglaERG6","E",4,"0.005% SDS",30,"10 µg/mL","E4_3",0.026,35.3015,1.225
"E5",3,"Tet-O7-ERG6","pRS315-NglaERG6","E",5,"0.005% SDS",30,"10 µg/mL","E5_3",0.026,34.77675,1.235
"E6",3,"Tet-O7-ERG6","pRS315-NglaERG6","E",6,"0.005% SDS",30,"10 µg/mL","E6_3",0.026,35.1785,1.218
"E7",3,"▲erg3","pRS315-NglaERG3","E",7,"0.005% SDS",30,"None","E7_3",0.021,25.412875,1.14
"E8",3,"▲erg3","pRS315-NglaERG3","E",8,"0.005% SDS",30,"None","E8_3",0.019,24.5765,1.057
"E9",3,"▲erg3","pRS315-NglaERG3","E",9,"0.005% SDS",30,"None","E9_3",0.0249999999999999,27.7385,1.236
"E10",3,"▲erg6","pRS315-NglaERG6","E",10,"0.005% SDS",30,"None","E10_3",0.024,29.387625,1.226
"E11",3,"▲erg6","pRS315-NglaERG6","E",11,"0.005% SDS",30,"None","E11_3",0.023,32.690625,1.202
"E12",3,"▲erg6","pRS315-NglaERG6","E",12,"0.005% SDS",30,"None","E12_3",0.023,33.60225,1.231
"F1",3,"Tet-O7-ERG3","pRS315-CparERG3","F",1,"0.005% SDS",30,"10 µg/mL","F1_3",0.0209999999999999,28.896375,1.108
"F2",3,"Tet-O7-ERG3","pRS315-CparERG3","F",2,"0.005% SDS",30,"10 µg/mL","F2_3",0.027,36.515625,1.296
"F3",3,"Tet-O7-ERG3","pRS315-CparERG3","F",3,"0.005% SDS",30,"10 µg/mL","F3_3",0.028,37.358375,1.334
"F4",3,"Tet-O7-ERG6","pRS315-CparERG6","F",4,"0.005% SDS",30,"10 µg/mL","F4_3",0.026,35.524875,1.255
"F5",3,"Tet-O7-ERG6","pRS315-CparERG6","F",5,"0.005% SDS",30,"10 µg/mL","F5_3",0.026,34.5475,1.246
"F6",3,"Tet-O7-ERG6","pRS315-CparERG6","F",6,"0.005% SDS",30,"10 µg/mL","F6_3",0.0249999999999999,32.93175,1.191
"F7",3,"▲erg3","pRS315-CparERG3","F",7,"0.005% SDS",30,"None","F7_3",0.022,28.990625,1.202
"F8",3,"▲erg3","pRS315-CparERG3","F",8,"0.005% SDS",30,"None","F8_3",0.0229999999999999,29.35175,1.236
"F9",3,"▲erg3","pRS315-CparERG3","F",9,"0.005% SDS",30,"None","F9_3",0.018,23.1945,1.104
"F10",3,"▲erg6","pRS315-CparERG6","F",10,"0.005% SDS",30,"None","F10_3",0.0229999999999999,29.69025,1.188
"F11",3,"▲erg6","pRS315-CparERG6","F",11,"0.005% SDS",30,"None","F11_3",0.025,33.269875,1.291
"F12",3,"▲erg6","pRS315-CparERG6","F",12,"0.005% SDS",30,"None","F12_3",0.019,28.484125,1.133
"G1",3,"Tet-O7-ERG3","pRS315-CtroERG3","G",1,"0.005% SDS",30,"10 µg/mL","G1_3",0.019,25.949875,1.037
"G2",3,"Tet-O7-ERG3","pRS315-CtroERG3","G",2,"0.005% SDS",30,"10 µg/mL","G2_3",0.0219999999999999,30.666,1.105
"G3",3,"Tet-O7-ERG3","pRS315-CtroERG3","G",3,"0.005% SDS",30,"10 µg/mL","G3_3",0.023,31.228875,1.145
"G4",3,"Tet-O7-ERG6","pRS315-CtroERG6","G",4,"0.005% SDS",30,"10 µg/mL","G4_3",0.0229999999999999,31.475875,1.156
"G5",3,"Tet-O7-ERG6","pRS315-CtroERG6","G",5,"0.005% SDS",30,"10 µg/mL","G5_3",0.024,32.2325,1.214
"G6",3,"Tet-O7-ERG6","pRS315-CtroERG6","G",6,"0.005% SDS",30,"10 µg/mL","G6_3",0.025,34.34875,1.215
"G7",3,"▲erg3","pRS315-CtroERG3","G",7,"0.005% SDS",30,"None","G7_3",0.021,28.9295,1.224
"G8",3,"▲erg3","pRS315-CtroERG3","G",8,"0.005% SDS",30,"None","G8_3",0.02,25.67175,1.164
"G9",3,"▲erg3","pRS315-CtroERG3","G",9,"0.005% SDS",30,"None","G9_3",0.02,25.966625,1.179
"G10",3,"▲erg6","pRS315-CtroERG6","G",10,"0.005% SDS",30,"None","G10_3",0.019,23.815125,1.11
"G11",3,"▲erg6","pRS315-CtroERG6","G",11,"0.005% SDS",30,"None","G11_3",0.02,29.695875,1.17
"G12",3,"▲erg6","pRS315-CtroERG6","G",12,"0.005% SDS",30,"None","G12_3",0.017,26.5125,1.056
"A1",4,"Tet-O7-ERG3","pRS315","A",1,"0.005% SDS",30,"10 µg/mL","A1_4",0.016,29.41225,1.172
"A2",4,"Tet-O7-ERG3","pRS315","A",2,"0.005% SDS",30,"10 µg/mL","A2_4",0.018,28.55275,1.228
"A3",4,"Tet-O7-ERG3","pRS315","A",3,"0.005% SDS",30,"10 µg/mL","A3_4",0.017,27.91875,1.175
"A4",4,"Tet-O7-ERG6","pRS315","A",4,"0.005% SDS",30,"10 µg/mL","A4_4",0.017,32.0875,1.191
"A5",4,"Tet-O7-ERG6","pRS315","A",5,"0.005% SDS",30,"10 µg/mL","A5_4",0.017,32.905625,1.16
"A6",4,"Tet-O7-ERG6","pRS315","A",6,"0.005% SDS",30,"10 µg/mL","A6_4",0.018,34.780625,1.213
"A7",4,"Tet-O7-ERG3","pRS315","A",7,"0.0075% SDS",30,"10 µg/mL","A7_4",0.011,15.96375,0.968
"A8",4,"Tet-O7-ERG3","pRS315","A",8,"0.0075% SDS",30,"10 µg/mL","A8_4",0.012,15.699,0.953
"A9",4,"Tet-O7-ERG3","pRS315","A",9,"0.0075% SDS",30,"10 µg/mL","A9_4",0.011,18.22475,1.083
"A10",4,"Tet-O7-ERG6","pRS315","A",10,"0.0075% SDS",30,"10 µg/mL","A10_4",0.0129999999999999,23.527375,1.075
"A11",4,"Tet-O7-ERG6","pRS315","A",11,"0.0075% SDS",30,"10 µg/mL","A11_4",0.014,26.131125,1.103
"A12",4,"Tet-O7-ERG6","pRS315","A",12,"0.0075% SDS",30,"10 µg/mL","A12_4",0.011,24.018125,1.116
"B1",4,"Tet-O7-ERG3","pRS315-ScerERG3","B",1,"0.005% SDS",30,"10 µg/mL","B1_4",0.026,39.724375,1.222
"B2",4,"Tet-O7-ERG3","pRS315-ScerERG3","B",2,"0.005% SDS",30,"10 µg/mL","B2_4",0.028,41.686625,1.274
"B3",4,"Tet-O7-ERG3","pRS315-ScerERG3","B",3,"0.005% SDS",30,"10 µg/mL","B3_4",0.0269999999999999,39.08925,1.204
"B4",4,"Tet-O7-ERG6","pRS315-ScerERG6","B",4,"0.005% SDS",30,"10 µg/mL","B4_4",0.027,39.896875,1.264
"B5",4,"Tet-O7-ERG6","pRS315-ScerERG6","B",5,"0.005% SDS",30,"10 µg/mL","B5_4",0.0269999999999999,39.22475,1.235
"B6",4,"Tet-O7-ERG6","pRS315-ScerERG6","B",6,"0.005% SDS",30,"10 µg/mL","B6_4",0.026,38.68775,1.22
"B7",4,"Tet-O7-ERG3","pRS315-ScerERG3","B",7,"0.0075% SDS",30,"10 µg/mL","B7_4",0.022,36.84975,1.195
"B8",4,"Tet-O7-ERG3","pRS315-ScerERG3","B",8,"0.0075% SDS",30,"10 µg/mL","B8_4",0.021,34.489375,1.154
"B9",4,"Tet-O7-ERG3","pRS315-ScerERG3","B",9,"0.0075% SDS",30,"10 µg/mL","B9_4",0.021,34.09525,1.136
"B10",4,"Tet-O7-ERG6","pRS315-ScerERG6","B",10,"0.0075% SDS",30,"10 µg/mL","B10_4",0.02,31.516625,1.087
"B11",4,"Tet-O7-ERG6","pRS315-ScerERG6","B",11,"0.0075% SDS",30,"10 µg/mL","B11_4",0.023,36.40325,1.214
"B12",4,"Tet-O7-ERG6","pRS315-ScerERG6","B",12,"0.0075% SDS",30,"10 µg/mL","B12_4",0.019,31.82875,1.11
"C1",4,"Tet-O7-ERG3","pRS315-CalbERG3","C",1,"0.005% SDS",30,"10 µg/mL","C1_4",0.026,41.3705,1.243
"C2",4,"Tet-O7-ERG3","pRS315-CalbERG3","C",2,"0.005% SDS",30,"10 µg/mL","C2_4",0.0259999999999999,39.167875,1.199
"C3",4,"Tet-O7-ERG3","pRS315-CalbERG3","C",3,"0.005% SDS",30,"10 µg/mL","C3_4",0.025,35.85075,1.133
"C4",4,"Tet-O7-ERG6","pRS315-CalbERG6","C",4,"0.005% SDS",30,"10 µg/mL","C4_4",0.027,40.566125,1.267
"C5",4,"Tet-O7-ERG6","pRS315-CalbERG6","C",5,"0.005% SDS",30,"10 µg/mL","C5_4",0.025,37.3015,1.181
"C6",4,"Tet-O7-ERG6","pRS315-CalbERG6","C",6,"0.005% SDS",30,"10 µg/mL","C6_4",0.025,37.962875,1.205
"C7",4,"Tet-O7-ERG3","pRS315-CalbERG3","C",7,"0.0075% SDS",30,"10 µg/mL","C7_4",0.021,36.0575,1.169
"C8",4,"Tet-O7-ERG3","pRS315-CalbERG3","C",8,"0.0075% SDS",30,"10 µg/mL","C8_4",0.02,34.317375,1.122
"C9",4,"Tet-O7-ERG3","pRS315-CalbERG3","C",9,"0.0075% SDS",30,"10 µg/mL","C9_4",0.02,32.990375,1.112
"C10",4,"Tet-O7-ERG6","pRS315-CalbERG6","C",10,"0.0075% SDS",30,"10 µg/mL","C10_4",0.022,35.449625,1.179
"C11",4,"Tet-O7-ERG6","pRS315-CalbERG6","C",11,"0.0075% SDS",30,"10 µg/mL","C11_4",0.021,34.134125,1.152
"C12",4,"Tet-O7-ERG6","pRS315-CalbERG6","C",12,"0.0075% SDS",30,"10 µg/mL","C12_4",0.02,32.749,1.129
"D1",4,"Tet-O7-ERG3","pRS315-CaurERG3","D",1,"0.005% SDS",30,"10 µg/mL","D1_4",0.026,40.01025,1.222
"D2",4,"Tet-O7-ERG3","pRS315-CaurERG3","D",2,"0.005% SDS",30,"10 µg/mL","D2_4",0.025,38.91275,1.214
"D3",4,"Tet-O7-ERG3","pRS315-CaurERG3","D",3,"0.005% SDS",30,"10 µg/mL","D3_4",0.026,39.356625,1.227
"D4",4,"Tet-O7-ERG6","pRS315-CaurERG6","D",4,"0.005% SDS",30,"10 µg/mL","D4_4",0.0269999999999999,38.615,1.243
"D5",4,"Tet-O7-ERG6","pRS315-CaurERG6","D",5,"0.005% SDS",30,"10 µg/mL","D5_4",0.023,33.688875,1.097
"D6",4,"Tet-O7-ERG6","pRS315-CaurERG6","D",6,"0.005% SDS",30,"10 µg/mL","D6_4",0.027,38.8695,1.267
"D7",4,"Tet-O7-ERG3","pRS315-CaurERG3","D",7,"0.0075% SDS",30,"10 µg/mL","D7_4",0.0219999999999999,36.037375,1.157
"D8",4,"Tet-O7-ERG3","pRS315-CaurERG3","D",8,"0.0075% SDS",30,"10 µg/mL","D8_4",0.02,32.714125,1.107
"D9",4,"Tet-O7-ERG3","pRS315-CaurERG3","D",9,"0.0075% SDS",30,"10 µg/mL","D9_4",0.0219999999999999,35.59425,1.177
"D10",4,"Tet-O7-ERG6","pRS315-CaurERG6","D",10,"0.0075% SDS",30,"10 µg/mL","D10_4",0.021,32.450625,1.128
"D11",4,"Tet-O7-ERG6","pRS315-CaurERG6","D",11,"0.0075% SDS",30,"10 µg/mL","D11_4",0.022,34.032875,1.17
"D12",4,"Tet-O7-ERG6","pRS315-CaurERG6","D",12,"0.0075% SDS",30,"10 µg/mL","D12_4",0.02,31.278,1.128
"E1",4,"Tet-O7-ERG3","pRS315-NglaERG3","E",1,"0.005% SDS",30,"10 µg/mL","E1_4",0.0259999999999999,40.777625,1.216
"E2",4,"Tet-O7-ERG3","pRS315-NglaERG3","E",2,"0.005% SDS",30,"10 µg/mL","E2_4",0.0259999999999999,38.125375,1.211
"E3",4,"Tet-O7-ERG3","pRS315-NglaERG3","E",3,"0.005% SDS",30,"10 µg/mL","E3_4",0.0269999999999999,38.86425,1.211
"E4",4,"Tet-O7-ERG6","pRS315-NglaERG6","E",4,"0.005% SDS",30,"10 µg/mL","E4_4",0.028,40.566625,1.252
"E5",4,"Tet-O7-ERG6","pRS315-NglaERG6","E",5,"0.005% SDS",30,"10 µg/mL","E5_4",0.024,35.627125,1.123
"E6",4,"Tet-O7-ERG6","pRS315-NglaERG6","E",6,"0.005% SDS",30,"10 µg/mL","E6_4",0.026,39.668375,1.226
"E7",4,"Tet-O7-ERG3","pRS315-NglaERG3","E",7,"0.0075% SDS",30,"10 µg/mL","E7_4",0.02,34.34875,1.107
"E8",4,"Tet-O7-ERG3","pRS315-NglaERG3","E",8,"0.0075% SDS",30,"10 µg/mL","E8_4",0.021,33.50025,1.138
"E9",4,"Tet-O7-ERG3","pRS315-NglaERG3","E",9,"0.0075% SDS",30,"10 µg/mL","E9_4",0.021,33.918,1.127
"E10",4,"Tet-O7-ERG6","pRS315-NglaERG6","E",10,"0.0075% SDS",30,"10 µg/mL","E10_4",0.022,34.843125,1.141
"E11",4,"Tet-O7-ERG6","pRS315-NglaERG6","E",11,"0.0075% SDS",30,"10 µg/mL","E11_4",0.022,34.78,1.149
"E12",4,"Tet-O7-ERG6","pRS315-NglaERG6","E",12,"0.0075% SDS",30,"10 µg/mL","E12_4",0.019,31.925125,1.082
"F1",4,"Tet-O7-ERG3","pRS315-CparERG3","F",1,"0.005% SDS",30,"10 µg/mL","F1_4",0.024,36.817125,1.126
"F2",4,"Tet-O7-ERG3","pRS315-CparERG3","F",2,"0.005% SDS",30,"10 µg/mL","F2_4",0.025,37.860875,1.199
"F3",4,"Tet-O7-ERG3","pRS315-CparERG3","F",3,"0.005% SDS",30,"10 µg/mL","F3_4",0.024,37.99025,1.159
"F4",4,"Tet-O7-ERG6","pRS315-CparERG6","F",4,"0.005% SDS",30,"10 µg/mL","F4_4",0.028,41.59775,1.309
"F5",4,"Tet-O7-ERG6","pRS315-CparERG6","F",5,"0.005% SDS",30,"10 µg/mL","F5_4",0.0269999999999999,38.76725,1.24
"F6",4,"Tet-O7-ERG6","pRS315-CparERG6","F",6,"0.005% SDS",30,"10 µg/mL","F6_4",0.025,37.576,1.204
"F7",4,"Tet-O7-ERG3","pRS315-CparERG3","F",7,"0.0075% SDS",30,"10 µg/mL","F7_4",0.022,36.679625,1.176
"F8",4,"Tet-O7-ERG3","pRS315-CparERG3","F",8,"0.0075% SDS",30,"10 µg/mL","F8_4",0.022,34.206625,1.162
"F9",4,"Tet-O7-ERG3","pRS315-CparERG3","F",9,"0.0075% SDS",30,"10 µg/mL","F9_4",0.022,36.597,1.178
"F10",4,"Tet-O7-ERG6","pRS315-CparERG6","F",10,"0.0075% SDS",30,"10 µg/mL","F10_4",0.021,33.62,1.155
"F11",4,"Tet-O7-ERG6","pRS315-CparERG6","F",11,"0.0075% SDS",30,"10 µg/mL","F11_4",0.021,33.276875,1.143
"F12",4,"Tet-O7-ERG6","pRS315-CparERG6","F",12,"0.0075% SDS",30,"10 µg/mL","F12_4",0.019,30.63225,1.096
"G1",4,"Tet-O7-ERG3","pRS315-CtroERG3","G",1,"0.005% SDS",30,"10 µg/mL","G1_4",0.023,38.49475,1.175
"G2",4,"Tet-O7-ERG3","pRS315-CtroERG3","G",2,"0.005% SDS",30,"10 µg/mL","G2_4",0.027,38.2285,1.199
"G3",4,"Tet-O7-ERG3","pRS315-CtroERG3","G",3,"0.005% SDS",30,"10 µg/mL","G3_4",0.025,38.160625,1.187
"G4",4,"Tet-O7-ERG6","pRS315-CtroERG6","G",4,"0.005% SDS",30,"10 µg/mL","G4_4",0.025,36.87475,1.196
"G5",4,"Tet-O7-ERG6","pRS315-CtroERG6","G",5,"0.005% SDS",30,"10 µg/mL","G5_4",0.023,34.007125,1.121
"G6",4,"Tet-O7-ERG6","pRS315-CtroERG6","G",6,"0.005% SDS",30,"10 µg/mL","G6_4",0.024,35.582625,1.155
"G7",4,"Tet-O7-ERG3","pRS315-CtroERG3","G",7,"0.0075% SDS",30,"10 µg/mL","G7_4",0.0199999999999999,34.059125,1.113
"G8",4,"Tet-O7-ERG3","pRS315-CtroERG3","G",8,"0.0075% SDS",30,"10 µg/mL","G8_4",0.019,32.695625,1.129
"G9",4,"Tet-O7-ERG3","pRS315-CtroERG3","G",9,"0.0075% SDS",30,"10 µg/mL","G9_4",0.02,33.6035,1.143
"G10",4,"Tet-O7-ERG6","pRS315-CtroERG6","G",10,"0.0075% SDS",30,"10 µg/mL","G10_4",0.018,30.10525,1.066
"G11",4,"Tet-O7-ERG6","pRS315-CtroERG6","G",11,"0.0075% SDS",30,"10 µg/mL","G11_4",0.018,29.93725,1.089
"G12",4,"Tet-O7-ERG6","pRS315-CtroERG6","G",12,"0.0075% SDS",30,"10 µg/mL","G12_4",0.016,28.41975,1.059
"A1",5,"Tet-O7-ERG3","pRS315","A",1,"0.01% SDS",30,"10 µg/mL","A1_5",0.003,7.0965,0.282
"A2",5,"Tet-O7-ERG3","pRS315","A",2,"0.01% SDS",30,"10 µg/mL","A2_5",0.002,6.1405,0.231
"A3",5,"Tet-O7-ERG3","pRS315","A",3,"0.01% SDS",30,"10 µg/mL","A3_5",0.004,8.145125,0.367
"A4",5,"Tet-O7-ERG6","pRS315","A",4,"0.01% SDS",30,"10 µg/mL","A4_5",0.01,15.058625,0.888
"A5",5,"Tet-O7-ERG6","pRS315","A",5,"0.01% SDS",30,"10 µg/mL","A5_5",0.011,23.195875,1.211
"A6",5,"Tet-O7-ERG6","pRS315","A",6,"0.01% SDS",30,"10 µg/mL","A6_5",0.012,19.89275,1.104
"A7",5,"Tet-O7-ERG3","pRS315","A",7,"0.0125% SDS",30,"10 µg/mL","A7_5",0.001,5.15875,0.126
"A8",5,"Tet-O7-ERG3","pRS315","A",8,"0.0125% SDS",30,"10 µg/mL","A8_5",0.001,4.852625,0.11
"A9",5,"Tet-O7-ERG3","pRS315","A",9,"0.0125% SDS",30,"10 µg/mL","A9_5",0.001,4.843875,0.111
"A10",5,"Tet-O7-ERG6","pRS315","A",10,"0.0125% SDS",30,"10 µg/mL","A10_5",0.00800000000000001,11.3055,0.609
"A11",5,"Tet-O7-ERG6","pRS315","A",11,"0.0125% SDS",30,"10 µg/mL","A11_5",0.00800000000000001,14.35275,0.755
"A12",5,"Tet-O7-ERG6","pRS315","A",12,"0.0125% SDS",30,"10 µg/mL","A12_5",0.001,5.082375,0.113
"B1",5,"Tet-O7-ERG3","pRS315-ScerERG3","B",1,"0.01% SDS",30,"10 µg/mL","B1_5",0.018,32.6715,1.204
"B2",5,"Tet-O7-ERG3","pRS315-ScerERG3","B",2,"0.01% SDS",30,"10 µg/mL","B2_5",0.017,30.60575,1.175
"B3",5,"Tet-O7-ERG3","pRS315-ScerERG3","B",3,"0.01% SDS",30,"10 µg/mL","B3_5",0.016,28.579,1.114
"B4",5,"Tet-O7-ERG6","pRS315-ScerERG6","B",4,"0.01% SDS",30,"10 µg/mL","B4_5",0.018,29.86125,1.175
"B5",5,"Tet-O7-ERG6","pRS315-ScerERG6","B",5,"0.01% SDS",30,"10 µg/mL","B5_5",0.019,32.60775,1.221
"B6",5,"Tet-O7-ERG6","pRS315-ScerERG6","B",6,"0.01% SDS",30,"10 µg/mL","B6_5",0.0189999999999999,30.47275,1.176
"B7",5,"Tet-O7-ERG3","pRS315-ScerERG3","B",7,"0.0125% SDS",30,"10 µg/mL","B7_5",0.0169999999999999,28.736125,1.222
"B8",5,"Tet-O7-ERG3","pRS315-ScerERG3","B",8,"0.0125% SDS",30,"10 µg/mL","B8_5",0.015,25.849125,1.174
"B9",5,"Tet-O7-ERG3","pRS315-ScerERG3","B",9,"0.0125% SDS",30,"10 µg/mL","B9_5",0.015,24.81525,1.136
"B10",5,"Tet-O7-ERG6","pRS315-ScerERG6","B",10,"0.0125% SDS",30,"10 µg/mL","B10_5",0.015,24.36625,1.149
"B11",5,"Tet-O7-ERG6","pRS315-ScerERG6","B",11,"0.0125% SDS",30,"10 µg/mL","B11_5",0.013,20.83275,1.084
"B12",5,"Tet-O7-ERG6","pRS315-ScerERG6","B",12,"0.0125% SDS",30,"10 µg/mL","B12_5",0.01,14.768125,0.869
"C1",5,"Tet-O7-ERG3","pRS315-CalbERG3","C",1,"0.01% SDS",30,"10 µg/mL","C1_5",0.017,31.851375,1.194
"C2",5,"Tet-O7-ERG3","pRS315-CalbERG3","C",2,"0.01% SDS",30,"10 µg/mL","C2_5",0.018,31.99075,1.171
"C3",5,"Tet-O7-ERG3","pRS315-CalbERG3","C",3,"0.01% SDS",30,"10 µg/mL","C3_5",0.019,33.170625,1.248
"C4",5,"Tet-O7-ERG6","pRS315-CalbERG6","C",4,"0.01% SDS",30,"10 µg/mL","C4_5",0.018,30.643,1.161
"C5",5,"Tet-O7-ERG6","pRS315-CalbERG6","C",5,"0.01% SDS",30,"10 µg/mL","C5_5",0.019,31.76,1.209
"C6",5,"Tet-O7-ERG6","pRS315-CalbERG6","C",6,"0.01% SDS",30,"10 µg/mL","C6_5",0.016,26.64275,1.044
"C7",5,"Tet-O7-ERG3","pRS315-CalbERG3","C",7,"0.0125% SDS",30,"10 µg/mL","C7_5",0.013,21.650875,0.991
"C8",5,"Tet-O7-ERG3","pRS315-CalbERG3","C",8,"0.0125% SDS",30,"10 µg/mL","C8_5",0.016,27.128375,1.184
"C9",5,"Tet-O7-ERG3","pRS315-CalbERG3","C",9,"0.0125% SDS",30,"10 µg/mL","C9_5",0.014,21.662125,1.078
"C10",5,"Tet-O7-ERG6","pRS315-CalbERG6","C",10,"0.0125% SDS",30,"10 µg/mL","C10_5",0.017,27.1875,1.19
"C11",5,"Tet-O7-ERG6","pRS315-CalbERG6","C",11,"0.0125% SDS",30,"10 µg/mL","C11_5",0.013,21.424,1.048
"C12",5,"Tet-O7-ERG6","pRS315-CalbERG6","C",12,"0.0125% SDS",30,"10 µg/mL","C12_5",0.00900000000000001,13.819625,0.819
"D1",5,"Tet-O7-ERG3","pRS315-CaurERG3","D",1,"0.01% SDS",30,"10 µg/mL","D1_5",0.016,29.5875,1.124
"D2",5,"Tet-O7-ERG3","pRS315-CaurERG3","D",2,"0.01% SDS",30,"10 µg/mL","D2_5",0.015,26.53475,1.048
"D3",5,"Tet-O7-ERG3","pRS315-CaurERG3","D",3,"0.01% SDS",30,"10 µg/mL","D3_5",0.0169999999999999,28.60525,1.133
"D4",5,"Tet-O7-ERG6","pRS315-CaurERG6","D",4,"0.01% SDS",30,"10 µg/mL","D4_5",0.019,31.580875,1.213
"D5",5,"Tet-O7-ERG6","pRS315-CaurERG6","D",5,"0.01% SDS",30,"10 µg/mL","D5_5",0.017,26.97675,1.104
"D6",5,"Tet-O7-ERG6","pRS315-CaurERG6","D",6,"0.01% SDS",30,"10 µg/mL","D6_5",0.018,28.035625,1.132
"D7",5,"Tet-O7-ERG3","pRS315-CaurERG3","D",7,"0.0125% SDS",30,"10 µg/mL","D7_5",0.015,25.429125,1.138
"D8",5,"Tet-O7-ERG3","pRS315-CaurERG3","D",8,"0.0125% SDS",30,"10 µg/mL","D8_5",0.013,21.385,1.06
"D9",5,"Tet-O7-ERG3","pRS315-CaurERG3","D",9,"0.0125% SDS",30,"10 µg/mL","D9_5",0.013,21.5655,1.076
"D10",5,"Tet-O7-ERG6","pRS315-CaurERG6","D",10,"0.0125% SDS",30,"10 µg/mL","D10_5",0.014,21.43175,1.083
"D11",5,"Tet-O7-ERG6","pRS315-CaurERG6","D",11,"0.0125% SDS",30,"10 µg/mL","D11_5",0.011,15.326375,0.879
"D12",5,"Tet-O7-ERG6","pRS315-CaurERG6","D",12,"0.0125% SDS",30,"10 µg/mL","D12_5",0.01,14.47725,0.872
"E1",5,"Tet-O7-ERG3","pRS315-NglaERG3","E",1,"0.01% SDS",30,"10 µg/mL","E1_5",0.017,31.963375,1.147
"E2",5,"Tet-O7-ERG3","pRS315-NglaERG3","E",2,"0.01% SDS",30,"10 µg/mL","E2_5",0.018,30.8205,1.19
"E3",5,"Tet-O7-ERG3","pRS315-NglaERG3","E",3,"0.01% SDS",30,"10 µg/mL","E3_5",0.017,28.685,1.098
"E4",5,"Tet-O7-ERG6","pRS315-NglaERG6","E",4,"0.01% SDS",30,"10 µg/mL","E4_5",0.018,29.5495,1.11
"E5",5,"Tet-O7-ERG6","pRS315-NglaERG6","E",5,"0.01% SDS",30,"10 µg/mL","E5_5",0.018,30.956875,1.137
"E6",5,"Tet-O7-ERG6","pRS315-NglaERG6","E",6,"0.01% SDS",30,"10 µg/mL","E6_5",0.018,29.869625,1.11
"E7",5,"Tet-O7-ERG3","pRS315-NglaERG3","E",7,"0.0125% SDS",30,"10 µg/mL","E7_5",0.014,24.6495,1.054
"E8",5,"Tet-O7-ERG3","pRS315-NglaERG3","E",8,"0.0125% SDS",30,"10 µg/mL","E8_5",0.015,23.451125,1.143
"E9",5,"Tet-O7-ERG3","pRS315-NglaERG3","E",9,"0.0125% SDS",30,"10 µg/mL","E9_5",0.014,23.04625,1.099
"E10",5,"Tet-O7-ERG6","pRS315-NglaERG6","E",10,"0.0125% SDS",30,"10 µg/mL","E10_5",0.0169999999999999,25.929625,1.136
"E11",5,"Tet-O7-ERG6","pRS315-NglaERG6","E",11,"0.0125% SDS",30,"10 µg/mL","E11_5",0.017,28.564375,1.249
"E12",5,"Tet-O7-ERG6","pRS315-NglaERG6","E",12,"0.0125% SDS",30,"10 µg/mL","E12_5",0.01,14.122375,0.822
"F1",5,"Tet-O7-ERG3","pRS315-CparERG3","F",1,"0.01% SDS",30,"10 µg/mL","F1_5",0.015,28.5875,1.096
"F2",5,"Tet-O7-ERG3","pRS315-CparERG3","F",2,"0.01% SDS",30,"10 µg/mL","F2_5",0.018,30.735375,1.197
"F3",5,"Tet-O7-ERG3","pRS315-CparERG3","F",3,"0.01% SDS",30,"10 µg/mL","F3_5",0.017,31.33375,1.167
"F4",5,"Tet-O7-ERG6","pRS315-CparERG6","F",4,"0.01% SDS",30,"10 µg/mL","F4_5",0.016,27.2855,1.105
"F5",5,"Tet-O7-ERG6","pRS315-CparERG6","F",5,"0.01% SDS",30,"10 µg/mL","F5_5",0.019,30.55475,1.205
"F6",5,"Tet-O7-ERG6","pRS315-CparERG6","F",6,"0.01% SDS",30,"10 µg/mL","F6_5",0.019,31.71125,1.218
"F7",5,"Tet-O7-ERG3","pRS315-CparERG3","F",7,"0.0125% SDS",30,"10 µg/mL","F7_5",0.015,25.401875,1.172
"F8",5,"Tet-O7-ERG3","pRS315-CparERG3","F",8,"0.0125% SDS",30,"10 µg/mL","F8_5",0.015,22.050125,1.188
"F9",5,"Tet-O7-ERG3","pRS315-CparERG3","F",9,"0.0125% SDS",30,"10 µg/mL","F9_5",0.016,26.556,1.254
